MQ4,MQ3,MQ7,MQ135,MQ136,Temp,Hum,PM,Label
313,296,464,451,1429,21.3,36.4,543,1
322,301,473,483,1470,21.2,36.5,579,1
324,290,473,461,1479,21.2,36.5,532,1
320,298,480,464,1481,21.4,36.3,589,1
322,286,477,454,1507,21.3,36.4,676,1
326,282,474,454,1493,21.3,36.4,524,1
316,300,470,484,1547,21.3,36.5,480,1
326,305,479,476,1556,21.3,36.7,512,1
318,290,476,483,1553,21.4,36.3,548,1
324,286,477,479,1594,21.3,36.3,487,1
324,298,474,494,1601,21.3,36.5,478,1
322,298,477,538,1631,21.4,36.4,442,1
325,294,478,526,1621,21.3,36.4,535,1
323,303,480,499,1652,21.4,36.4,532,1
321,295,484,494,1675,21.3,36.4,605,1
308,297,466,497,1665,21.3,36.5,608,1
361,302,476,510,1704,21.3,36.4,568,1
326,308,482,518,1758,21.3,36.4,544,1
322,300,493,509,1710,21.3,36.4,538,1
324,311,469,529,1753,21.3,36.4,601,1
326,307,487,527,1760,21.3,36.5,478,1
322,305,480,520,1780,21.2,36.5,556,1
337,314,472,575,1813,21.3,36.5,439,1
326,312,482,526,1841,21.3,36.4,574,1
333,310,480,552,1836,21.3,36.4,448,1
332,317,479,525,1887,21.3,36.4,526,1
322,316,526,538,1863,21.3,36.4,520,1
320,308,466,560,1901,21.3,36.4,544,1
323,314,477,555,1917,21.3,36.4,541,1
327,312,485,545,1903,21.3,36.4,529,1
320,311,480,548,1918,21.3,35.8,482,1
321,330,476,616,1962,21.3,36.4,443,1
317,309,478,565,1973,21.4,36.4,526,1
287,316,460,558,1989,21.4,36.4,472,1
326,325,482,574,2010,21.3,36.4,472,1
322,325,461,593,2028,21.3,36.3,397,1
320,316,468,571,2039,21.3,36.4,513,1
324,320,458,589,2045,21.3,36.7,411,1
322,321,474,599,2082,21.3,36.3,465,1
305,320,460,592,2097,21.4,36.4,589,1
326,327,478,589,2105,21.4,36.4,541,1
323,329,478,598,2102,21.3,36.4,576,1
323,322,475,598,2137,21.3,36.4,512,1
325,315,478,595,2158,21.3,36.4,494,1
323,323,473,600,2166,21.3,36.4,510,1
321,329,471,598,2186,21.3,36.5,544,1
328,331,474,606,2184,21.4,36.6,526,1
314,329,516,612,2226,21.3,36.4,520,1
321,337,473,616,2257,21.4,36.4,1302,1
324,332,509,623,2264,21.3,36.4,560,1
311,337,459,637,2273,21.3,36.4,492,1
342,344,475,660,2308,21.3,36.4,514,1
326,330,476,615,2298,21.3,36.4,538,1
324,334,470,675,2321,21.3,36.4,456,1
323,335,468,626,2348,21.3,36.4,610,1
328,333,459,634,2361,21.3,36.5,542,1
317,340,470,638,2361,21.3,36.5,504,1
322,339,476,647,2407,21.3,36.7,937,1
321,333,474,655,2399,21.4,36.4,564,1
328,346,476,646,2441,21.3,36.5,615,1
326,338,468,664,2419,21.3,36.7,536,1
295,344,458,664,2474,21.3,36.3,556,1
323,335,474,651,2451,21.3,36.4,550,1
324,319,476,662,2496,21.3,36.7,563,1
325,349,470,677,2504,21.3,36.4,505,1
326,350,476,677,2533,21.3,36.3,552,1
326,337,470,666,2528,21.3,36.7,553,1
328,342,473,679,2552,21.3,36.7,545,1
311,346,466,688,2584,21.4,36.4,610,1
321,355,480,733,2585,21.3,36.7,545,1
320,349,467,690,2618,21.4,36.4,517,1
311,346,472,689,2616,21.3,36.4,510,1
323,345,474,702,2643,21.3,36.4,563,1
318,349,471,727,2661,21.3,36.4,525,1
323,358,480,701,2680,21.3,36.4,504,1
318,350,476,698,2691,21.3,36.4,494,1
312,356,460,701,2727,21.3,36.5,516,1
321,361,489,722,2728,21.3,36.3,497,1
325,352,486,725,2738,21.3,36.4,582,1
330,377,469,720,2747,21.3,36.4,529,1
357,363,464,724,2783,21.3,36.7,553,1
323,358,490,727,2786,21.4,36.4,482,1
318,348,474,719,2801,21.4,36.5,558,1
328,363,478,747,2827,21.3,36.4,574,1
323,357,492,729,2851,21.3,36.3,559,1
324,366,480,743,2884,21.2,36.4,550,1
320,360,478,783,2866,21.2,36.4,488,1
318,356,478,744,2888,21.4,36.3,578,1
305,365,462,758,2933,21.3,36.5,497,1
321,350,476,739,2919,21.4,36.3,540,1
335,371,483,763,2951,21.3,36.4,471,1
317,364,472,744,2943,21.3,36.3,420,1
317,361,477,752,2940,21.3,36.3,493,1
316,343,474,739,2953,21.2,36.8,584,1
328,377,499,761,2963,21.3,36.3,531,1
321,353,464,752,2885,21.3,36.3,524,1
322,324,475,736,2895,21.4,36.4,558,1
320,363,476,749,2888,21.3,36.3,555,1
322,315,476,738,2906,21.3,36.3,563,1
333,328,477,732,2895,21.3,36.3,469,1
322,373,505,767,2936,21.3,36.4,468,1
318,374,469,764,2955,21.3,36.3,480,1
324,361,482,759,2934,21.3,36.4,355,1
322,367,480,765,2939,21.3,36.3,399,1
330,364,522,749,2921,21.3,36.4,470,1
315,365,474,754,2926,21.3,36.3,593,1
325,410,477,799,2951,21.3,36.3,468,1
321,361,477,760,2933,21.4,36.3,493,1
326,369,474,770,2967,21.3,35.8,573,1
316,365,477,763,2974,21.4,36.3,476,1
321,374,474,750,2916,21.3,36.3,494,1
335,365,522,749,2928,21.3,36.5,568,1
324,370,480,743,2944,21.2,36.4,563,1
321,364,482,758,2944,21.3,36.3,497,1
309,368,451,733,2862,21.3,36.3,502,1
318,369,503,740,2886,21.4,36.3,494,1
326,339,478,747,2991,21.3,36.3,514,1
326,363,474,743,2940,21.3,36.3,530,1
320,363,480,750,2927,21.3,36.3,586,1
328,367,466,750,2922,21.3,36.5,461,1
325,385,475,757,2945,21.4,36.7,520,1
318,367,474,744,2948,21.3,36.4,505,1
294,377,460,759,2959,21.4,36.4,479,1
324,356,472,740,2949,21.3,36.5,504,1
320,372,476,745,2948,21.3,36.4,457,1
310,373,464,771,2963,21.3,36.4,592,1
321,346,470,761,2983,21.2,36.8,481,1
331,374,472,752,2910,21.2,36.5,508,1
322,365,466,763,2956,21.2,36.5,460,1
320,340,483,756,2881,21.3,36.4,454,1
315,371,468,756,2948,21.3,36.5,312,1
323,354,478,749,2918,21.3,36.3,517,1
320,353,474,747,2920,21.4,36.4,522,1
313,361,477,739,2890,21.4,36.4,562,1
335,369,472,753,2906,21.4,36.4,544,1
320,374,467,772,2944,21.2,36.5,428,1
318,372,465,762,2947,21.4,36.4,425,1
324,362,472,766,2913,21.4,36.4,452,1
320,364,476,758,2950,21.4,36.4,468,1
304,363,458,766,2937,21.4,36.4,577,1
325,358,476,736,2883,21.2,36.5,584,1
324,381,495,761,2939,21.3,36.4,531,1
315,365,472,760,2953,21.3,36.5,530,1
326,372,478,751,2946,21.4,36.4,480,1
311,363,462,744,2898,21.4,36.4,614,1
325,371,475,759,2955,21.2,36.5,475,1
324,364,476,749,2933,21.3,36.4,494,1
324,367,476,758,2957,21.3,36.3,578,1
313,370,460,763,2939,21.3,36.3,539,1
314,361,471,745,2928,21.4,36.3,487,1
319,362,473,790,2957,21.3,36.3,525,1
323,371,476,764,3037,21.4,36.3,490,1
322,347,480,743,2914,21.4,36.3,516,1
317,371,475,742,2915,21.3,36.4,470,1
322,368,500,751,2917,21.3,36.4,540,1
323,360,480,756,2965,21.3,36.3,450,1
321,363,475,750,2897,21.3,36.7,532,1
322,360,476,742,2956,21.3,36.7,482,1
326,370,498,739,2883,21.3,36.4,557,1
323,364,478,734,2949,21.3,36.3,519,1
316,364,472,771,2952,21.4,36.3,520,1
322,362,480,796,2943,21.2,36.4,477,1
322,360,476,790,2867,21.4,36.3,175,1
278,371,473,766,2935,21.4,36.3,534,1
321,328,475,745,2954,21.4,35.8,540,1
320,369,480,762,2939,21.3,36.3,487,1
324,361,477,755,2933,21.3,36.4,539,1
326,363,486,756,2897,21.3,36.3,443,1
322,361,432,756,2937,21.2,36.4,437,1
321,361,476,768,2941,21.3,36.3,501,1
324,368,507,721,2888,21.4,36.3,549,1
323,357,463,757,2923,21.3,36.4,510,1
323,366,478,767,2924,21.2,36.4,439,1
325,359,466,751,2947,21.4,36.3,498,1
324,374,485,755,2935,21.3,36.3,470,1
324,369,474,756,3012,21.4,36.3,500,1
318,367,480,745,2864,21.3,36.3,557,1
324,341,456,745,2956,21.4,36.4,557,1
326,365,477,754,2975,21.3,36.3,506,1
326,368,469,766,2961,21.3,36.3,557,1
322,344,471,730,2925,21.3,36.5,548,1
320,371,467,760,2976,21.3,36.3,448,1
322,359,458,754,2906,21.3,36.3,549,1
320,360,474,767,2908,21.3,36.3,512,1
321,368,470,748,2884,21.3,36.3,513,1
321,361,474,731,2875,21.3,36.3,465,1
332,370,471,783,2929,21.4,36.7,449,1
324,371,480,752,2938,21.3,36.3,551,1
325,351,474,750,2944,21.2,36.8,491,1
316,369,466,781,2976,21.3,36.5,562,1
317,373,472,753,2916,21.3,36.3,404,1
327,374,526,771,2918,21.3,36.3,559,1
322,368,474,741,2916,21.2,36.6,534,1
324,364,476,754,2916,21.3,36.7,495,1
323,362,457,742,2901,21.4,36.4,466,1
313,360,465,737,2861,21.3,36.7,579,1
324,369,506,751,2865,21.3,36.4,594,1
325,362,472,739,2883,21.3,36.4,429,1
321,361,456,731,2886,21.3,36.4,622,1
376,360,469,749,2867,21.2,36.5,446,1
310,359,488,735,2859,21.4,36.4,498,1
323,350,482,733,2849,21.3,36.3,509,1
320,361,465,745,2832,21.3,36.4,542,1
331,368,477,756,2845,21.4,36.4,470,1
282,363,473,770,2823,21.4,36.4,472,1
328,358,464,730,2820,21.3,36.5,557,1
326,368,472,727,2845,21.4,36.4,420,1
324,374,476,729,2823,21.4,36.5,501,1
324,329,472,701,2835,21.4,36.4,486,1
316,367,470,730,2797,21.4,36.4,506,1
320,362,473,742,2762,21.4,36.4,542,1
318,355,476,745,2772,21.3,36.4,479,1
314,358,464,722,2778,21.4,36.4,577,1
321,353,472,735,2784,21.4,36.4,503,1
325,363,478,719,2792,21.4,36.5,542,1
327,354,469,706,2733,21.3,36.5,581,1
322,357,474,721,2738,21.4,36.7,533,1
307,360,460,723,2731,21.4,36.4,495,1
319,392,472,718,2723,21.4,36.4,552,1
325,352,471,692,2729,21.4,36.6,462,1
317,360,464,704,2718,21.4,36.4,587,1
302,352,461,708,2709,21.4,36.5,478,1
316,430,478,715,2694,21.4,36.4,420,1
323,345,473,733,2697,21.4,36.3,498,1
320,357,484,687,2683,21.4,36.4,476,1
316,318,475,683,2659,21.4,36.3,496,1
316,350,476,702,2672,21.4,36.4,468,1
332,356,479,695,2661,21.3,36.3,472,1
320,352,472,701,2655,21.4,36.4,544,1
325,348,472,703,2653,21.4,36.3,541,1
320,356,514,698,2649,21.4,36.3,482,1
325,357,484,697,2624,21.3,36.3,604,1
322,345,477,687,2613,21.3,36.3,467,1
321,349,482,706,2617,21.2,36.6,475,1
323,357,469,687,2625,21.3,36.3,559,1
313,345,470,685,2610,21.4,36.3,550,1
321,345,508,690,2615,21.2,36.4,483,1
322,346,477,705,2603,21.2,36.4,409,1
318,341,477,689,2617,21.4,36.5,385,1
326,343,476,691,2563,21.4,36.3,523,1
322,325,465,674,2575,21.4,35.8,490,1
323,344,470,673,2550,21.4,36.3,428,1
293,345,457,683,2560,21.4,36.4,422,1
314,355,474,678,2544,21.4,36.3,490,1
323,345,479,675,2557,21.2,36.4,516,1
320,348,470,696,2529,21.4,36.3,419,1
320,351,478,692,2538,21.4,36.3,499,1
348,351,478,683,2531,21.4,36.3,472,1
318,343,473,660,2512,21.3,36.3,489,1
316,330,478,649,2513,21.3,36.4,537,1
335,350,477,720,2495,21.3,36.3,429,1
328,341,477,665,2467,21.3,36.3,490,1
324,346,469,669,2491,21.3,36.7,460,1
321,339,473,663,2475,21.3,36.3,489,1
328,346,464,668,2465,21.4,36.3,460,1
318,335,470,650,2457,21.3,36.3,467,1
313,347,469,656,2453,21.4,36.4,520,1
321,347,478,657,2456,21.4,36.3,485,1
346,345,473,653,2435,21.3,36.3,532,1
318,337,474,633,2425,21.3,36.3,411,1
321,340,456,646,2426,21.3,36.3,430,1
320,336,472,657,2419,21.4,36.4,502,1
325,336,477,648,2433,21.3,36.7,459,1
326,346,480,690,2396,21.4,36.3,475,1
323,322,466,637,2401,21.4,36.3,395,1
322,337,470,646,2388,21.3,36.4,520,1
323,350,477,652,2386,21.4,36.4,479,1
324,352,488,651,2392,21.4,36.4,412,1
324,344,496,645,2367,21.3,36.4,540,1
331,332,472,666,2370,21.3,36.4,373,1
301,332,458,628,2352,21.4,36.3,508,1
318,342,477,646,2350,21.3,36.3,493,1
321,335,474,639,2344,21.4,36.4,441,1
326,346,475,649,2339,21.4,36.4,438,1
325,338,471,636,2329,21.4,36.7,496,1
319,336,474,640,2305,21.4,36.4,520,1
323,332,502,628,2329,21.4,36.4,463,1
318,330,473,619,2290,21.2,36.5,580,1
330,300,476,600,2315,21.4,36.4,518,1
322,338,469,623,2284,21.4,36.7,381,1
325,336,472,611,2285,21.4,36.5,509,1
323,330,500,603,2299,21.4,36.4,537,1
321,330,472,668,2275,21.2,36.5,467,1
320,294,473,586,2276,21.2,36.5,474,1
322,340,478,609,2263,21.4,36.4,488,1
322,335,472,631,2256,21.4,36.4,460,1
323,474,476,600,2244,21.4,36.4,457,1
322,312,470,571,2218,21.4,36.4,506,1
309,335,451,600,2243,21.4,36.7,456,1
324,295,472,588,2222,21.2,36.5,524,1
328,324,482,610,2204,21.4,36.7,481,1
325,335,473,641,2219,21.4,36.4,544,1
324,326,470,542,2212,21.4,36.4,524,1
320,332,477,598,2193,21.4,36.5,571,1
320,320,472,605,2195,21.3,36.4,568,1
325,324,471,588,2188,21.4,36.4,557,1
309,331,470,605,2180,21.4,36.4,548,1
327,305,474,585,2169,21.4,36.4,516,1
329,327,476,603,2165,21.3,36.5,579,1
323,312,472,589,2149,21.4,36.5,457,1
323,330,471,643,2155,21.4,36.4,483,1
320,323,518,597,2140,21.4,36.4,399,1
324,327,478,605,2136,21.2,36.5,580,1
321,322,500,594,2124,21.4,35.8,436,1
322,322,476,602,2104,21.3,36.3,559,1
325,322,479,584,2087,21.4,36.4,533,1
323,320,500,582,2099,21.4,36.3,548,1
317,328,471,595,2085,21.4,36.3,458,1
316,310,475,583,2069,21.2,36.5,441,1
318,316,471,578,2052,21.3,36.5,459,1
327,328,470,565,2083,21.4,36.3,558,1
309,317,462,577,2069,21.3,36.3,498,1
327,319,473,573,2049,21.3,35.8,474,1
328,319,469,577,2039,21.3,36.3,520,1
318,301,476,554,2029,21.3,36.3,505,1
324,322,477,573,2034,21.3,36.3,490,1
325,314,475,574,2024,21.4,36.4,541,1
320,324,478,570,2025,21.3,36.7,441,1
328,318,471,620,2003,21.3,36.3,437,1
325,317,469,557,1999,21.4,36.7,509,1
316,326,470,568,1988,21.3,36.3,643,1
314,314,474,560,1983,21.3,36.3,551,1
324,305,477,558,1984,21.3,36.3,460,1
315,320,472,564,1964,21.4,36.3,421,1
326,325,480,556,1978,21.3,36.4,544,1
320,316,508,570,1963,21.3,36.3,553,1
324,307,466,556,1972,21.3,36.3,477,1
330,325,478,553,1930,21.4,36.3,462,1
326,312,484,552,1946,21.4,36.4,485,1
312,318,462,556,1947,21.2,36.8,473,1
324,317,481,553,1897,21.4,36.3,528,1
317,311,474,552,1916,21.3,36.4,406,1
316,334,474,544,1892,21.2,36.6,485,1
316,313,474,545,1897,21.4,36.4,443,1
316,311,461,542,1896,21.3,36.7,485,1
316,298,495,544,1894,21.4,36.5,512,1
302,308,474,557,1885,21.3,36.4,452,1
329,313,488,536,1883,21.3,36.4,532,1
322,309,478,588,1865,21.3,36.4,403,1
320,318,475,539,1869,21.4,36.7,602,1
318,317,476,542,1858,21.3,36.4,512,1
327,318,477,545,1839,21.4,36.4,480,1
325,307,470,530,1843,21.4,36.4,471,1
323,319,477,581,1927,21.4,36.4,374,1
320,308,474,534,1816,21.3,36.7,500,1
322,308,471,512,1785,21.5,36.4,488,1
322,309,477,534,1818,21.4,36.4,503,1
322,306,466,532,1815,21.3,36.7,555,1
313,317,469,529,1782,21.3,36.7,556,1
326,306,469,518,1774,21.2,36.5,506,1
313,314,472,515,1803,21.4,36.4,542,1
327,312,478,516,1800,21.3,36.4,531,1
331,311,486,521,1768,21.4,36.4,486,1
328,304,475,517,1773,21.3,36.5,501,1
322,306,494,533,1765,21.3,36.6,499,1
326,301,474,521,1740,21.3,36.7,459,1
322,317,499,523,1743,21.4,36.5,530,1
316,296,471,503,1760,21.2,36.6,544,1
320,312,474,535,1714,21.4,36.5,501,1
320,301,473,498,1712,21.4,36.5,462,1
317,304,468,519,1720,21.4,36.4,493,1
316,307,460,511,1706,21.4,36.7,542,1
326,307,458,505,1704,21.2,36.6,479,1
313,303,468,513,1678,21.2,36.5,560,1
320,304,459,503,1679,21.2,36.5,594,1
318,294,477,491,1672,21.4,36.4,534,1
326,307,514,508,1671,21.3,36.7,578,1
326,300,473,501,1651,21.2,36.6,542,1
321,299,458,505,1670,21.3,36.7,471,1
323,304,476,475,1671,21.4,36.4,576,1
324,266,481,482,1633,21.4,36.4,563,1
329,309,468,483,1643,21.4,36.4,528,1
331,305,471,476,1594,21.4,36.5,568,1
323,301,475,486,1622,21.4,36.7,537,1
322,306,474,489,1614,21.4,36.7,438,1
329,305,469,493,1609,21.3,36.4,564,1
329,303,476,492,1594,21.4,36.7,492,1
324,295,465,530,1578,21.4,36.5,462,1
324,306,487,432,1597,21.4,36.7,468,1
321,294,486,482,1564,21.4,36.5,471,1
316,298,482,475,1536,21.4,36.4,446,1
322,301,478,476,1565,21.3,36.4,446,1
322,291,443,496,1537,21.3,36.4,490,1
320,300,473,478,1527,21.4,36.5,603,1
326,294,473,500,1538,21.4,36.4,540,1
340,272,476,467,1520,21.4,36.4,507,1
322,301,475,494,1530,21.4,36.4,441,1
327,296,461,472,1521,21.4,36.6,488,1
324,305,557,462,1509,21.4,36.4,494,1
324,290,472,470,1491,21.2,36.6,471,1
320,284,474,455,1511,21.4,36.4,580,1
320,300,478,484,1476,21.4,36.4,450,1
320,296,481,475,1485,21.4,36.4,551,1
324,295,474,501,1474,21.4,36.4,498,1
325,299,472,475,1479,21.4,36.7,461,1
327,295,466,458,1480,21.4,36.4,576,1
326,297,469,465,1476,21.4,36.7,565,1
329,285,473,459,1454,21.4,36.5,581,1
324,287,479,455,1437,21.4,36.4,508,1
327,301,524,464,1436,21.3,36.3,471,1
327,289,479,433,1442,21.3,36.4,483,1
331,283,478,444,1426,21.4,36.3,494,1
325,296,486,449,1420,21.4,36.4,484,1
324,285,475,466,1390,21.4,36.4,550,1
324,301,478,487,1397,21.2,36.5,444,1
324,284,476,446,1380,21.4,36.4,492,1
321,294,516,451,1394,21.3,36.4,517,1
317,307,472,457,1383,21.3,36.4,513,1
316,299,478,483,1361,21.4,36.4,466,1
324,280,493,437,1362,21.4,36.4,504,1
320,284,490,434,1335,21.4,36.5,512,1
325,270,480,424,1349,21.3,36.4,620,1
318,282,477,430,1307,21.4,36.3,409,1
311,290,476,441,1316,21.4,36.4,478,1
323,292,476,447,1338,21.4,36.3,526,1
332,292,473,438,1329,21.4,36.4,491,1
324,282,472,433,1247,21.4,36.4,520,1
320,283,464,427,1295,21.4,36.3,498,1
324,285,481,415,1316,21.2,36.5,483,1
322,278,522,437,1281,21.4,36.3,464,1
326,287,574,414,1287,21.3,36.4,460,1
320,294,530,426,1287,21.4,36.3,492,1
294,294,456,431,1269,21.4,36.4,518,1
317,278,472,427,1273,21.4,36.4,492,1
325,282,475,401,1257,21.4,36.4,493,1
334,285,476,435,1230,21.3,36.4,540,1
324,286,479,452,1240,21.4,36.4,406,1
298,289,476,423,1237,21.4,36.4,508,1
320,245,471,394,1232,21.4,36.5,528,1
322,290,512,406,1203,21.4,36.4,516,1
324,280,476,447,1205,21.4,36.4,457,1
322,285,476,418,1216,21.4,36.4,516,1
322,288,474,420,1201,21.4,36.7,487,1
322,286,482,401,1178,21.4,36.7,548,1
328,300,464,411,1203,21.4,36.4,508,1
310,283,470,402,1160,21.4,36.4,663,1
323,277,452,426,1161,21.4,36.5,498,1
322,285,474,401,1172,21.4,36.4,512,1
317,281,468,402,1154,21.4,36.4,539,1
322,271,481,399,1139,21.4,36.4,492,1
313,282,459,398,1168,21.4,36.4,548,1
325,273,476,393,1124,21.4,36.4,550,1
314,274,468,379,1132,21.4,36.4,534,1
321,275,466,393,1125,21.4,36.5,512,1
326,290,477,402,1111,21.4,36.4,573,1
326,272,508,386,1098,21.4,36.4,462,1
329,278,473,386,1106,21.5,36.3,464,1
326,269,459,383,1103,21.4,36.4,502,1
320,281,468,388,1099,21.4,36.4,532,1
349,272,459,380,1049,21.4,36.5,582,1
332,284,480,389,1065,21.4,36.4,508,1
312,278,478,385,1049,21.3,36.4,420,1
315,276,478,377,1055,21.4,36.3,456,1
322,267,478,374,1031,21.4,36.4,568,1
321,253,480,362,1021,21.4,36.4,502,1
356,277,473,379,1053,21.4,36.4,480,1
329,276,460,353,1025,21.4,36.7,528,1
325,266,514,375,1017,21.5,36.5,536,1
308,269,465,350,1001,21.4,36.4,623,1
326,266,460,379,977,21.4,36.5,366,0
330,274,485,367,999,21.4,36.4,626,0
324,261,464,366,936,21.4,36.4,530,0
314,270,470,373,993,21.4,36.3,530,0
311,264,466,355,974,21.4,36.4,547,0
326,269,474,382,959,21.4,35.8,531,0
329,258,476,355,970,21.4,36.3,578,0
321,270,476,357,967,21.4,36.3,496,0
332,274,506,363,945,21.4,36.7,460,0
324,254,474,349,943,21.4,36.4,560,0
322,257,474,389,918,21.4,36.4,499,0
325,267,477,356,928,21.4,36.3,440,0
329,264,479,340,927,21.4,36.3,573,0
325,268,496,351,905,21.4,36.3,535,0
337,264,477,349,916,21.3,36.5,559,0
329,273,498,360,915,21.4,36.3,479,0
290,268,480,341,891,21.4,36.3,460,0
325,251,478,336,871,21.4,36.3,504,0
321,269,469,346,876,21.4,36.3,585,0
306,257,462,329,858,21.4,36.3,497,0
331,266,477,345,847,21.3,36.3,531,0
322,244,475,318,845,21.4,36.3,555,0
316,267,480,344,831,21.4,36.4,512,0
320,242,480,318,848,21.3,36.3,481,0
320,256,462,335,833,21.4,36.4,560,0
326,256,493,331,828,21.2,36.5,525,0
324,253,479,342,814,21.3,36.3,461,0
323,257,510,322,811,21.3,36.4,499,0
322,242,474,301,797,21.4,36.3,518,0
323,248,471,306,760,21.4,36.5,419,0
325,239,478,308,814,21.4,36.4,489,0
324,262,471,323,762,21.4,36.7,526,0
325,258,477,317,787,21.4,36.4,524,0
324,251,476,311,747,21.4,36.4,526,0
327,258,475,351,763,21.4,36.5,494,0
326,254,480,319,752,21.4,36.3,576,0
316,254,466,318,728,21.3,36.7,459,0
324,259,471,317,731,21.4,36.7,537,0
316,251,466,324,711,21.4,36.4,414,0
316,242,474,301,734,21.4,36.4,612,0
294,258,475,299,710,21.4,36.5,567,0
326,229,478,309,717,21.4,36.4,500,0
324,256,470,341,711,21.4,36.4,467,0
322,251,476,295,687,21.4,36.4,548,0
320,249,508,313,689,21.4,36.4,487,0
313,259,472,297,688,21.4,36.4,538,0
323,258,508,303,670,21.4,36.4,534,0
322,257,486,302,691,21.2,36.5,531,0
323,248,474,296,643,21.4,36.4,522,0
324,258,473,301,665,21.3,36.4,424,0
317,248,512,292,657,21.4,36.4,590,0
371,259,460,289,630,21.4,36.4,538,0
323,247,479,287,627,21.4,36.4,498,0
328,258,474,295,636,21.4,36.7,488,0
322,258,466,293,618,21.4,36.4,498,0
323,248,467,322,599,21.4,36.5,469,0
325,253,466,339,636,21.4,36.6,518,0
324,253,476,301,599,21.4,36.4,502,0
322,253,472,297,593,21.4,36.4,578,0
329,254,494,288,599,21.4,36.4,564,0
322,246,471,279,561,21.6,36.3,531,0
326,266,469,286,551,21.4,36.3,479,0
320,245,474,272,524,21.3,36.3,324,0
319,247,469,281,524,21.4,36.4,424,0
326,248,480,289,548,21.4,36.4,456,0
325,250,466,269,560,21.3,36.5,455,0
327,239,472,279,507,21.4,36.4,544,0
325,247,523,270,517,21.3,36.5,588,0
321,241,482,228,510,21.2,36.4,487,0
331,262,476,262,507,21.4,36.6,431,0
318,246,485,266,508,21.4,36.4,544,0
321,239,480,270,468,21.4,36.4,437,0
324,247,477,275,474,21.4,36.5,493,0
322,245,481,253,469,21.4,36.4,605,0
318,241,472,273,465,21.4,36.3,484,0
323,241,480,303,455,21.4,36.4,485,0
321,244,473,274,461,21.4,36.3,491,0
312,240,458,258,454,21.4,36.5,421,0
324,240,478,277,419,21.2,36.4,409,0
316,238,468,276,431,21.4,36.3,589,0
320,237,478,251,417,21.3,36.3,437,0
316,230,452,219,432,21.6,35.3,654,0
317,245,448,264,458,21.6,35.4,697,0
329,248,440,228,433,21.6,35.4,675,0
336,245,449,231,428,21.6,35.4,692,0
313,235,450,225,431,21.6,35.3,687,0
310,248,441,225,429,21.6,35.4,709,0
315,251,436,234,430,21.6,35.4,841,0
320,248,451,232,428,21.5,35.5,731,0
318,249,489,230,429,21.6,35.4,661,0
326,240,453,224,434,21.5,35.6,615,0
315,242,473,229,427,21.6,35.4,629,0
337,250,446,230,446,21.7,35.4,581,0
317,243,450,216,430,21.6,35.4,711,0
324,231,458,214,435,21.6,35.4,696,0
318,280,454,215,435,21.6,35.3,622,0
309,249,443,232,435,21.5,35.7,719,0
305,244,442,235,430,21.5,35.5,731,0
312,252,447,176,432,21.6,35.4,581,0
331,244,448,180,437,21.6,35.4,598,0
312,243,446,230,426,21.6,35.4,598,0
316,243,452,253,436,21.5,35.5,724,0
320,247,450,224,437,21.6,35.5,1085,0
322,246,447,225,429,21.6,35.4,701,0
298,251,441,234,445,21.5,35.6,694,0
316,242,446,229,430,21.6,35.8,737,0
324,241,444,231,430,21.6,35.5,729,0
325,244,455,225,435,21.6,35.5,609,0
318,252,454,225,430,21.5,35.5,1028,0
320,249,455,244,433,21.5,35.7,607,0
312,251,448,214,430,21.6,35.5,699,0
324,249,456,232,431,21.6,35.4,655,0
318,251,451,274,434,21.5,35.6,671,0
309,240,435,230,425,21.6,35.5,701,0
320,243,446,234,430,21.5,35.6,699,0
320,231,451,219,431,21.6,35.6,792,0
285,250,440,233,430,21.5,35.9,673,0
321,247,453,228,436,21.5,35.6,760,0
316,250,456,223,418,21.6,35.6,655,0
320,243,449,230,431,21.5,35.6,518,0
322,256,450,247,431,21.6,35.5,679,0
323,242,449,226,427,21.6,35.5,717,0
335,239,454,226,442,21.6,35.5,700,0
316,243,456,230,430,21.6,35.5,623,0
291,258,431,227,428,21.6,35.3,695,0
323,244,444,230,430,21.6,35.5,734,0
301,253,442,271,419,21.6,35.6,624,0
311,250,435,231,427,21.6,35.6,572,0
321,260,447,226,433,21.5,35.6,675,0
315,242,448,227,431,21.6,35.5,731,0
318,243,440,237,417,21.6,35.5,622,0
321,252,452,232,441,21.6,35.6,637,0
321,245,452,228,435,21.6,35.5,694,0
318,257,454,265,427,21.6,35.5,757,0
316,243,450,222,429,21.6,35.5,646,0
321,232,451,219,434,21.6,35.5,745,0
308,243,430,232,436,21.6,35.5,692,0
318,251,448,244,432,21.6,35.5,695,0
321,251,444,230,433,21.6,35.5,649,0
310,243,435,230,430,21.5,35.6,725,0
317,249,444,251,437,21.6,35.5,523,0
320,249,450,226,434,21.6,35.5,677,0
324,249,446,236,432,21.5,35.4,638,0
322,248,452,236,436,21.6,35.8,614,0
320,240,448,226,431,21.6,35.5,688,0
318,250,452,221,432,21.6,35.5,581,0
315,242,444,216,430,21.6,35.5,705,0
303,253,438,233,430,21.6,35.5,662,0
321,240,445,222,426,21.6,35.5,270,0
320,237,447,222,428,21.5,35.6,613,0
321,241,481,237,439,21.6,35.5,697,0
315,250,438,213,422,21.5,35.6,640,0
320,221,445,214,428,21.6,35.3,855,0
285,245,433,232,426,21.5,35.9,793,0
